Date,Channel,Campaign Name,Campaign Type,Region,Device,Impressions,Clicks,Conversions,Cost,Revenue
2025-06-09,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,710,7,0,7.84,0.0
2025-05-10,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1363,13,0,68.35,0.0
2025-02-04,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2003,45,0,99.21,0.0
2025-11-06,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,891,10,0,4.98,0.0
2025-02-08,YouTube,YouTube - Retargeting - Eu,Retargeting,Europe,Desktop,967,5,0,-0.32,0.0
2025-11-05,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1042,7,0,33.4,0.0
2025-09-11,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2036,33,0,19.39,0.0
2025-04-25,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1335,27,1,68.38,130.97
2025-10-06,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,3586,37,0,64.15,0.0
2025-06-02,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2058,47,1,94.44,169.61
2025-04-22,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Desktop,565,3,0,12.41,0.0
2025-09-10,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,274,1,0,1.96,0.0
2026-01-04,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Mobile,693,4,0,16.3,0.0
2025-04-28,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,741,5,0,20.07,0.0
2025-07-17,Instagram,Instagram - Conversion - LA,Conversion,LATAM,Desktop,962,10,0,12.95,0.0
2025-09-18,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2291,47,0,55.45,0.0
2025-12-28,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,1517,20,1,31.93,145.91
2025-11-22,Facebook,Facebook - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1029,13,0,24.89,0.0
2025-08-13,LinkedIn,LinkedIn - Conversion - No,Conversion,North America,Desktop,878,5,0,23.96,0.0
2025-03-19,LinkedIn,LinkedIn - Retargeting - Eu,Retargeting,Europe,Mobile,1121,6,0,29.53,0.0
2025-12-05,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Mobile,778,7,0,31.4,0.0
2025-03-20,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,715,9,0,13.92,0.0
2025-08-01,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2495,30,0,40.44,0.0
2025-06-15,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,754,10,0,13.95,0.0
2025-07-09,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Tablet,2276,40,0,47.83,0.0
2025-01-28,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,2119,46,0,106.16,0.0
2025-10-29,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,1956,35,0,37.91,0.0
2025-08-21,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,2196,50,1,93.17,160.95
2025-04-23,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2082,48,1,72.18,180.06
2025-02-27,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Desktop,1155,8,0,25.75,0.0
2025-01-21,YouTube,YouTube - Retargeting - LA,Retargeting,LATAM,Desktop,1423,6,0,2.01,0.0
2025-10-14,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,899,5,0,17.78,0.0
2025-06-06,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2593,47,1,109.91,81.8
2025-05-16,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Tablet,719,3,0,1.76,0.0
2025-01-08,Email,Email - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1006,31,0,-6.45,0.0
2025-01-30,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,1809,45,0,115.26,0.0
2025-06-28,YouTube,YouTube - Retargeting - Eu,Retargeting,Europe,Mobile,1099,6,0,2.53,0.0
2025-01-19,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Tablet,1175,15,0,20.11,0.0
2025-11-02,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,572,6,0,8.97,0.0
2025-04-03,YouTube,YouTube - Conversion - As,Conversion,Asia Pacific,Mobile,1138,6,0,7.08,0.0
2025-10-30,LinkedIn,LinkedIn - Lead Generation - Eu,Lead Generation,Europe,Desktop,974,5,0,24.58,0.0
2025-07-10,Email,Email - Lead Generation - Eu,Lead Generation,Europe,Desktop,1352,49,1,-8.55,188.09
2025-06-09,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2529,34,0,55.52,0.0
2026-01-03,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1960,56,1,93.82,189.64
2025-05-01,Facebook,Facebook - Conversion - No,Conversion,North America,Mobile,2469,26,0,59.93,0.0
2025-07-16,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2447,37,0,92.06,0.0
2025-04-13,Instagram,Instagram - Conversion - As,Conversion,Asia Pacific,Mobile,1263,14,0,24.52,0.0
2025-03-29,LinkedIn,LinkedIn - Retargeting - No,Retargeting,North America,Desktop,1161,8,0,34.54,0.0
2025-11-24,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,804,11,0,20.41,0.0
2025-04-30,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,985,13,0,10.85,0.0
2025-11-17,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,821,7,0,13.08,0.0
2025-11-14,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,855,9,0,14.33,0.0
2025-08-20,Email,Email - Retargeting - Eu,Retargeting,Europe,Mobile,1521,54,2,-16.42,250.17
2025-09-16,LinkedIn,LinkedIn - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,1156,5,0,22.86,0.0
2025-05-07,Google Ads,Google Ads - Lead Generation - No,Lead Generation,North America,Desktop,614,15,0,37.47,0.0
2025-06-20,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Mobile,977,5,0,4.34,0.0
2025-04-23,YouTube,YouTube - Brand Awareness - No,Brand Awareness,North America,Mobile,1136,5,0,6.11,0.0
2025-08-08,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,2272,77,1,144.84,158.07
2025-11-20,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Mobile,2112,55,1,151.07,179.02
2025-11-13,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Desktop,1663,51,1,92.58,154.3
2025-04-27,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,2405,35,0,49.25,0.0
2025-02-06,Instagram,Instagram - Retargeting - No,Retargeting,North America,Desktop,1179,12,0,17.65,0.0
2025-05-25,Google Ads,Google Ads - Conversion - As,Conversion,Asia Pacific,Mobile,2402,67,1,128.37,162.15
2025-11-22,Email,Email - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,987,34,0,-27.99,0.0
2025-07-27,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,2445,46,1,80.25,158.57
2025-08-11,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,1359,21,0,47.24,0.0
2025-11-09,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,2713,48,0,94.23,0.0
2025-03-10,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1078,11,0,17.28,0.0
2025-11-01,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Mobile,967,8,0,37.68,0.0
2025-12-11,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,957,6,0,3.05,0.0
2025-10-04,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1176,7,0,24.93,0.0
2025-01-20,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Desktop,1190,19,1,29.22,172.28
2025-06-27,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,881,13,0,11.79,0.0
2025-12-23,YouTube,YouTube - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,883,6,0,5.49,0.0
2025-06-21,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Tablet,856,6,0,7.21,0.0
2025-07-30,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,995,13,0,15.88,0.0
2025-07-25,YouTube,YouTube - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,937,5,0,4.45,0.0
2025-03-06,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Desktop,1106,14,0,15.92,0.0
2025-06-30,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Desktop,931,6,0,35.96,0.0
2025-04-01,Google Ads,Google Ads - Conversion - LA,Conversion,LATAM,Desktop,1811,63,0,140.92,0.0
2025-05-25,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,2956,67,3,171.54,389.13
2025-09-07,Facebook,Facebook - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2577,36,0,39.97,0.0
2025-06-15,LinkedIn,LinkedIn - Retargeting - As,Retargeting,Asia Pacific,Mobile,956,6,0,24.9,0.0
2025-05-21,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Desktop,1133,16,0,19.2,0.0
2025-05-25,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Desktop,1075,4,0,0.42,0.0
2025-03-16,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Desktop,1516,25,0,42.74,0.0
2025-07-30,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Desktop,1104,6,0,5.46,0.0
2026-01-03,Instagram,Instagram - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,970,12,0,13.86,0.0
2025-07-04,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,730,7,0,6.34,0.0
2025-12-05,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1550,28,0,15.73,0.0
2025-12-09,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Desktop,1468,28,0,40.18,0.0
2025-08-27,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1878,39,2,45.62,409.18
2025-11-14,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,1313,33,0,91.18,0.0
2025-09-26,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,1158,15,0,29.02,0.0
2025-09-06,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1407,41,0,61.33,0.0
2025-04-08,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Desktop,793,5,0,2.09,0.0
2025-10-10,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1344,39,2,88.79,229.46
2025-06-09,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Desktop,731,6,0,28.05,0.0
2025-12-10,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1886,33,1,40.2,179.4
2025-06-29,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,1106,15,0,14.48,0.0
2025-07-05,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Desktop,2361,71,1,135.24,97.25
2025-09-30,Facebook,Facebook - Retargeting - As,Retargeting,Asia Pacific,Mobile,2383,38,2,77.55,221.27
2025-10-22,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Tablet,1380,25,0,23.64,0.0
2025-12-09,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Desktop,541,5,0,19.11,0.0
2025-08-03,YouTube,YouTube - Conversion - Eu,Conversion,Europe,Mobile,1455,9,0,-1.61,0.0
2025-06-23,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,1988,69,1,101.47,194.45
2025-03-20,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Desktop,2606,49,0,61.61,0.0
2025-05-27,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Desktop,3011,50,0,79.23,0.0
2025-03-04,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Desktop,2026,56,1,103.69,157.24
2025-08-22,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Desktop,1309,33,0,59.73,0.0
2025-08-01,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,1321,37,2,59.12,353.72
2025-07-02,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Desktop,1621,24,0,29.8,0.0
2025-05-03,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Desktop,1148,8,0,15.07,0.0
2025-02-23,Instagram,Instagram - Lead Generation - LA,Lead Generation,LATAM,Mobile,618,4,0,3.57,0.0
2025-04-07,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,2821,32,1,53.31,176.44
2025-10-09,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Desktop,885,6,0,27.55,0.0
2025-08-30,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,951,13,0,16.83,0.0
2025-08-18,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Desktop,1294,12,0,51.52,0.0
2025-11-19,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Desktop,473,9,0,22.3,0.0
2025-09-10,YouTube,YouTube - Lead Generation - LA,Lead Generation,LATAM,Mobile,1387,9,0,3.4,0.0
2025-12-07,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,2658,66,1,129.31,152.86
2025-07-10,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,2102,25,0,43.02,0.0
2025-04-10,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Desktop,894,3,0,3.29,0.0
2025-10-18,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Tablet,746,8,0,41.98,0.0
2025-02-18,YouTube,YouTube - Lead Generation - No,Lead Generation,North America,Desktop,808,4,0,0.83,0.0
2025-08-11,Facebook,Facebook - Lead Generation - LA,Lead Generation,LATAM,Mobile,1454,23,0,8.76,0.0
2025-07-12,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,1684,32,0,54.13,0.0
2025-04-30,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Desktop,721,19,0,44.87,0.0
2025-05-21,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1068,25,0,38.83,0.0
2025-11-21,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,1672,57,1,121.94,107.18
2025-08-05,LinkedIn,LinkedIn - Conversion - LA,Conversion,LATAM,Mobile,1029,10,0,48.73,0.0
2025-04-29,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Desktop,980,15,0,13.43,0.0
2025-02-11,YouTube,YouTube - Conversion - LA,Conversion,LATAM,Desktop,711,2,0,2.04,0.0
2025-12-30,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,616,7,0,3.54,0.0
2025-05-21,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Mobile,1613,14,0,26.08,0.0
2025-06-05,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1664,33,0,81.38,0.0
2025-12-10,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Mobile,1913,38,1,77.46,180.56
2025-04-30,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Desktop,2174,32,0,60.49,0.0
2025-11-02,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1753,42,1,87.96,152.0
2025-07-15,YouTube,YouTube - Lead Generation - Eu,Lead Generation,Europe,Mobile,1323,6,0,-0.39,0.0
2025-03-01,Facebook,Facebook - Lead Generation - No,Lead Generation,North America,Mobile,2114,33,0,74.49,0.0
2025-04-04,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Desktop,2286,51,1,84.2,172.72
2025-06-15,Facebook,Facebook - Retargeting - No,Retargeting,North America,Desktop,1087,15,0,27.4,0.0
2025-12-05,Google Ads,Google Ads - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,2617,80,1,116.88,130.9
2025-05-29,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Tablet,1226,32,1,46.7,172.52
2025-09-06,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,2418,35,1,63.71,154.47
2025-01-24,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Desktop,2323,33,0,58.57,0.0
2025-03-08,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,516,2,0,2.16,0.0
2025-12-30,Instagram,Instagram - Brand Awareness - No,Brand Awareness,North America,Desktop,980,13,0,26.27,0.0
2025-08-31,Instagram,Instagram - Retargeting - As,Retargeting,Asia Pacific,Mobile,1089,13,0,12.08,0.0
2025-05-20,LinkedIn,LinkedIn - Conversion - As,Conversion,Asia Pacific,Tablet,1106,8,0,41.72,0.0
2025-05-30,Facebook,Facebook - Brand Awareness - No,Brand Awareness,North America,Mobile,1663,29,0,47.19,0.0
2025-01-10,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,414,5,0,7.9,0.0
2025-10-28,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Desktop,2251,26,1,58.35,105.95
2025-09-12,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,597,10,0,16.88,0.0
2025-08-07,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Mobile,188,2,0,1.56,0.0
2025-01-29,Google Ads,Google Ads - Retargeting - LA,Retargeting,LATAM,Mobile,1775,39,1,75.93,152.5
2025-01-22,YouTube,YouTube - Conversion - Eu,Conversion,Europe,Tablet,844,3,0,2.73,0.0
2025-07-11,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Desktop,1285,12,0,12.79,0.0
2025-01-16,Instagram,Instagram - Conversion - No,Conversion,North America,Mobile,361,3,0,1.44,0.0
2025-06-04,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,255,3,0,2.05,0.0
2025-04-20,Facebook,Facebook - Brand Awareness - As,Brand Awareness,Asia Pacific,Tablet,2065,41,0,40.09,0.0
2025-08-16,Google Ads,Google Ads - Brand Awareness - Eu,Brand Awareness,Europe,Mobile,2940,60,1,85.87,165.7
2025-11-29,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,1804,32,0,63.65,0.0
2025-12-08,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Desktop,2147,13,0,14.93,0.0
2025-04-09,LinkedIn,LinkedIn - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1034,5,0,25.36,0.0
2025-11-02,Facebook,Facebook - Conversion - As,Conversion,Asia Pacific,Mobile,2333,51,0,34.1,0.0
2025-02-20,Facebook,Facebook - Lead Generation - As,Lead Generation,Asia Pacific,Mobile,1978,35,0,73.21,0.0
2025-07-05,Google Ads,Google Ads - Retargeting - Eu,Retargeting,Europe,Desktop,1006,22,0,51.94,0.0
2025-12-03,Google Ads,Google Ads - Lead Generation - Eu,Lead Generation,Europe,Mobile,2454,47,1,102.7,129.17
2025-10-14,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,1874,51,0,101.42,0.0
2025-10-07,LinkedIn,LinkedIn - Lead Generation - No,Lead Generation,North America,Desktop,903,7,0,35.58,0.0
2025-07-17,Facebook,Facebook - Retargeting - No,Retargeting,North America,Desktop,2007,47,1,95.38,144.82
2025-02-09,Email,Email - Lead Generation - Eu,Lead Generation,Europe,Desktop,1231,43,0,32.34,0.0
2025-06-04,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2712,52,0,79.2,0.0
2025-04-01,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Mobile,1351,11,0,48.31,0.0
2025-04-18,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,654,8,0,13.3,0.0
2025-11-25,Instagram,Instagram - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,1358,14,0,26.73,0.0
2025-08-10,Facebook,Facebook - Retargeting - Eu,Retargeting,Europe,Mobile,1843,16,0,7.95,0.0
2025-04-26,Facebook,Facebook - Conversion - LA,Conversion,LATAM,Mobile,2634,53,1,106.95,174.59
2025-09-21,Instagram,Instagram - Conversion - Eu,Conversion,Europe,Mobile,1203,17,0,29.31,0.0
2025-02-16,Facebook,Facebook - Retargeting - LA,Retargeting,LATAM,Tablet,1976,29,1,59.77,219.6
2025-01-24,Google Ads,Google Ads - Retargeting - As,Retargeting,Asia Pacific,Tablet,1549,38,1,72.88,151.22
2025-10-06,Google Ads,Google Ads - Lead Generation - LA,Lead Generation,LATAM,Mobile,2453,71,1,154.25,188.6
2025-09-24,Google Ads,Google Ads - Brand Awareness - LA,Brand Awareness,LATAM,Mobile,2301,78,1,146.54,119.21
2025-05-02,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Desktop,2738,55,1,149.44,157.49
2025-02-01,LinkedIn,LinkedIn - Brand Awareness - Eu,Brand Awareness,Europe,Desktop,758,5,0,22.5,0.0
2025-08-09,Instagram,Instagram - Lead Generation - As,Lead Generation,Asia Pacific,Desktop,1318,22,0,28.3,0.0
2025-08-02,Facebook,Facebook - Lead Generation - Eu,Lead Generation,Europe,Mobile,1401,21,0,39.17,0.0
2025-01-08,Google Ads,Google Ads - Conversion - Eu,Conversion,Europe,Mobile,1443,51,1,107.42,180.81
2025-09-14,Instagram,Instagram - Retargeting - Eu,Retargeting,Europe,Desktop,1264,20,0,21.11,0.0
2025-09-12,Instagram,Instagram - Retargeting - No,Retargeting,North America,Mobile,1305,19,1,22.36,125.06
2025-04-22,YouTube,YouTube - Retargeting - Eu,Retargeting,Europe,Mobile,1178,4,0,-1.24,0.0
2025-01-23,LinkedIn,LinkedIn - Conversion - Eu,Conversion,Europe,Tablet,1130,8,0,33.3,0.0
2025-10-02,Google Ads,Google Ads - Conversion - No,Conversion,North America,Mobile,1867,44,1,82.26,142.06
2025-08-02,Instagram,Instagram - Lead Generation - No,Lead Generation,North America,Mobile,591,3,0,3.43,0.0
2025-08-16,Facebook,Facebook - Conversion - No,Conversion,North America,Desktop,2840,47,0,73.61,0.0
2025-05-07,Facebook,Facebook - Conversion - Eu,Conversion,Europe,Mobile,2140,28,0,46.01,0.0
2025-05-31,YouTube,YouTube - Retargeting - As,Retargeting,Asia Pacific,Mobile,930,4,0,1.14,0.0
2025-01-13,LinkedIn,LinkedIn - Brand Awareness - No,Brand Awareness,North America,Mobile,1002,8,0,34.35,0.0
2025-07-31,Google Ads,Google Ads - Retargeting - No,Retargeting,North America,Mobile,1945,47,2,69.08,256.98
2025-06-24,Google Ads,Google Ads - Brand Awareness - As,Brand Awareness,Asia Pacific,Mobile,1229,36,0,92.66,0.0
2025-05-21,Instagram,Instagram - Retargeting - LA,Retargeting,LATAM,Mobile,1033,13,0,22.97,0.0
